Text,Speaker,Episode,Season,Show
 (clearly not so interested) Awesome.,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 The hallway between the two apartments. Chandler comes home.],[Scene,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" (angry) Funniest guy she's ever met! (to the door) I'm funny, right...? What do you know, you're a door... You just like knock-knock jokes... (laughs about himself, but then gets determined again) Save it for inside! (he enters)",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Heeeeeey!,Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Hey!,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Hey!,Phoebe,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" So... Oklahoma is a crazy place. You know, they call it the Sooner state. Frankly I'd sooner be in any other state. (Monica looks at Phoebe, who also doesn't know what to say.) And what's with Oklahoma having a pan handle? Can all states have stuff like that? Hey yeah, I'm from the waistband, Wyoming. But when I was seven, we headed over to the crotch.",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 (Doesn't believe what she's hearing) Was your cabin pressurised?,Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" (laughs, but then moves to Phoebe) And don't get me started on the way that people from Tulsa talk.",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Okay. (and she walks away),Phoebe,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" What's with the word y'all? You know, just... two words just... pushed together... Are we all allowed to do that, because if so, I say why stop there? You know, your new poodle could be your noodle. And fried chicken? Could be fricken.Waiter, waiter excuse me, I'll have the fricken? (Monica laughs) See, that's... that's funny with the fricken, right?",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" No, it just remind me of something this guy did today at work. I told you about that funny guy, Geoffrey, right?",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Yeah, he came up...",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Well, he did this bit... You probably had to be there, but it was Liza Minelli locked in our freezer, eating a raw chicken. (Phoebe bursts out in a laugh)",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 (to Phoebe) Were you there?,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Joey's apartment. Joey is reading a 'Busty Ladies' magazine when Chandler enters.],[Scene,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Hey! (Joey doesn't look up, but gestures 'wait a minute' with his finger while he finishes reading the article. Chandler waits for Joey to finish.) I need you to set me up for a joke. Later, when Monica is around, I need you to ask me about fire trucks.",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Ooh. I-I don't know Chan. I'm not so good with remembering lines.,Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" (Can't believe what he hears) Well, thank God your livelihood doesn't depend on it.",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" I know, right? (Chandler has really big eyes, and nods) Wh... Wh... Why are we doing this?",Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Monica says that her Maitre D. is the funniest guy she's ever met.,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Seriously? She actually said that?,Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Yes! Am I crazy to be this upset?,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Nooooo! Being funny is your thing!,Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Yeah!,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Without that, you just got ""lame with women"".",Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Ye.... (stops because he realises what Joey just said, and stares at him. At this moment Monica enters)",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Monica, you have to do some damage control here, okay. 'Cause he's feeling like... (the door opens and Chandler walks in with a pizza)",Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Hey!,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Heeeyy! Hey!,Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 What are you guys talking about?,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Uhm... Rachel and I hired a male nanny. (Joey makes a gesture and sound like ""Can you believe that?"")",Ross,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" You got a man who's a nanny...? You got a manny...? (Monica starts laughing, but very exaggerated. Joey realises they also should laugh and punches Ross. Now all three of them laugh, but very fake. Chandler seems happy again.)",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" You got a man who's a nanny...? You got a manny...? (Monica starts laughing, but very exaggerated. Joey realises they also should laugh and punches Ross. Now all three of them laugh, but very fake. Chandler seems happy again.)",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" You know, I don't mind a... male nanny, but I do draw the line at a male wetnurse. (again they laugh, even more fake than before)",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Ohhh, ooohhh... you are on a roll, mister!",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" If I'd known you guys were coming over, I would have brought more pizza. (they all burst out in a thundering laugh)",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Okay, okay... Chandler you... you stop it! (Monica wipes away tears)",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 What is so funny about that? (they realise it wasn't a joke),Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Well, I don't know... I-It's... just the way you say it... I mean, you're funny... You have that funny thing. You're a funny guy! (Chandler turns to Joey)",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Did you tell her what we talked about? (Joey starts laughing hysterically, but then gets serious again...)",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Yeah....,Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 So those were pity laughs? PITY LAUGHS? (Joey and Ross walk away from the kitchen),Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Honey, listen... You have nothing to worry about with Geoffrey.",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Oh yeah? Is he funnier than me?,Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Well, you're... you're different funny... I mean, you're... you're more sarcastic a-a-and... well, he does... bits... and impressions... and... and limericks...",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" I do limericks... uhm... There once was a man named Chandler, whose wife made him die inside.",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Monica and Chandler's apartment. Monica and Joey are sitting at the dinner table. Chandler comes from the bedroom with his suitcase.],[Scene,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Well, I'm off to Tulsa, so if your Maitre D. friend has any funny Oklahoma jokes, tell him to e-mail me at http://www.hahanotsomuch.com/.",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Honey, you can relax. Last night at work, Geoffrey told this really sexist joke. After that, not so funny anymore.",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Really...? See... that's the thing: you gotta keep it smart, people!",Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
" Okay, don't miss that flight. You know I love you.",Monica,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 I love you too. (Monica and Chandler kiss. He turns to Joey.) And... I like you as a friend. (They hug and pat each other on the back.),Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Allright. See you later!,Joey,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 See ya! (he leaves the apartment),Chandler,Episode-06-The One With The Male Nanny (200th episode),Season-09,Friends
 Central Perk. Joey sits at a table and Chandler and Monica enter.],[Scene,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Hi!,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Hey... hey listen... What do you guys know about investments?,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 How come?,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
by robots!,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Do you have any ideas?,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
Richard!,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" (imitating Monica) Oh, and you know whose knowledge of her",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 My dad told me. They play golf together.,Monica,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Oh, well... Maybe I'll join them some time. I just hope the club",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Hi I'm Joey. This is Chandler.,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 So how come Richard's selling the place? Went bankrupt? Medical,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
of Central Pa.....,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 mmm That's enough about you!,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
both realise what she's assuming and start laughing.),,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" No, no, no, no, no, NO! No, no... we're not together. We're not a",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
you?,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 We're not gonna have this conversation again... Look at this,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
see it.,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 (Chandler looks around the place and his eye gets caught by,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 What?,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 There's a tape here with Monica's name on it.,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
Richard's apartment... (realises some more),,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Get there faster! (Joey gasps and finally understands...),Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
"videotape in his hands, standing in front of the TV set.]",,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" I'm not gonna watch it... I don't NEED to watch it... I mean, what",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Hey dude, what's up?",Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Don't judge me, I'm only human!",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Did you take that tape?,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" I had to! Okay, imagine you were married... and you found a tape",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 I don't know. Who'm I'm married to?,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Some girl...!?,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 She hot?,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Yeah...!?,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 How did she get me to settle down?,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Allright, I'm gonna watch it... I mean look, it's probably not",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
"taped... She doesn't say no to much else, I tell ya...",,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Then you're gonna have to watch it for me.,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 (backs off) What? Whoo... What?,Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Just for a few seconds, so I can know what it is... Please?",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
"football match, with the referee's whistle blowing, the crowds cheering...)",,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Why am I hearing cheering?,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Well it's okay, its like... its just a football game.",Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Football? Just football?,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Yeah, see... you were all worried for nothing.",Joey,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 It's football... It's just football... This is great! This is the,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 So you stole that tape from Richard's apartment?,Monica,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Whoho ho... Listen to the judgement from the p0rn star!,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
watch it?,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Because that's who I am, okay? I'm sure a mature man like Richard",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Is all this about you not being able to grow a moustache?,Monica,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 This is about you and Richard. He's clearly not over you. He keeps,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
shouldn't be jealous. You should feel bad for him.,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Oh, yeah, well, poor Richard. Y'... I can grow a moustache!",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
that matters.,,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Yeah, oh, but I just keep picturing you rolling around with him",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
turns on the video again),,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Oh, good, good. Play more, 'cause I wanna see how it ends.",Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 THAT'S NOT ME!,Monica,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 What...? That's not you! Life is good again! Ride 'em cowgirl!,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 That b*st*rd taped over me! (Chandler's expression changes),Monica,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
 Is that a problem?,Chandler,Episode-07-The One With Ross's Inappropriate Song,Season-09,Friends
" Hey Hon, could you help me get the plates down?",Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Yeah. Hey, here's an idea, why don't we use our wedding china today?",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" No, I think we should save our china for something really special. Like if the Queen of England comes over.",Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Honey, she keeps canceling on us, take the hint.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" What if something gets broken, they're so expensive.",Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 What is the point of having them if we never use them?,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Ok, but if something gets broken, and then the Queen comes over..",Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 I will explain it to her.,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Next up is a marching band from Muskogee, OK.",TV announcer,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Muskogee! That's like four hours from Tulsa. Woo hoo!,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Oh my God!,Joey,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Aren't you one of the stars of the popular daytime soap Days of Our Lives?,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
Oh! Stupid long sleeves.,,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 What are you going to do?,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" I guess I'm going to have to come up with a really good reason why I wasn't there. The producers are going to be so mad at me. They sat us all down yesterday and said ""Everyone has to be there at 6:00 AM sharp, that means you Tribbiani."" Like.. like I was some kind of idiot.",Joey,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Well you proved them wrong.,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
<Chandler is startled and nearly drops the plates.> Sorry.,,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" I'll tell you what, for the rest of our lives, I'll be careful until told otherwise. <looks at china> hey wait a minute this isn't the china we picked out..",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" I know, after you left the store, I chose different ones.",Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Why?,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" well no offense honey, but your taste is a little feminine for me.",Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Oh suddenly, flowers are feminine?",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Well we haven't offically asked them yet, but we would want Monica and Chandler.",Ross,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 I can't believe you'd want us to raise Emma.,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Connected? I mean.. to what? She's.. she's  a lump.,Amy,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" You know, guys I got to say. This means so much to me. That you would trust me with your child. I mean, we all know that Monica and I have been trying to have a baby of our own. You know I've had my doubts about my skills as a father, but that you two.. that you two.... <starts to cry>",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Okay, how about this, you guys die and the crazy plate lady dies, then do I get the baby?",Amy,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" No, if crazy plate lad.. <sees Monica frustrated at this comment> If Monica dies then I would get Emma, Right?",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Well actually...,Rachel,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Actually what?,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" well.. its just. its just in that case, then um. Emma would go to my parents.",Ross,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 What?,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
Commercial Break.,,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" So if Monica's not around, then I'm not good enough to raise Emma?",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
<Joey looks to Phoebe and she nods in agreement>,,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Well what is wrong with me? Am I .. am I incomptent? Because I managed to survive whatever it is that killed the three of you!,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 No you're all about the fun.,Phoebe while cutting a sweet potatoe in the air,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Look, I may not know a lot about babies, but do you really think I'm not capable?",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" No, you both are equally capable. Its just.. you're strongest when.. when you're together.",Ross,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Ok. So if we both had Emma and I die <knocks on table>  she'd have to give her up.,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" I lie better then that, right?",Joey,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" So.. let me get this straight. So my two friends die, I get Emma. Then my wife dies, then Emma the one tiny ray of hope left in my life gets taken away from me?",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Hey. There you are. You disappeared after dinner.,Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Oh? Did somebody miss me? Is there a child to raise poorly?,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Ross and Rachel don't know what they're talking about. I mean its not like their so responsible. Emma is a product of a bottle of Merlot and a five year old condom.,Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Yeah but they're right. I mean, I'm not a strong father figure and I never will be.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 No you learn these things. You grow into it.,Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Yeah, but its not who I am. Everything they said was exaclty why I was worried about having a kid. And its true. And look everybody knows it.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 I don't know it! I want to have a kid with you because I think you're going to be an amazing dad... at the fun parts and the hard parts.,Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Oh yeah, well can you picture me saying ""Go to your room! You're grounded""?",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Can you hear me say ""You're grounded""?",Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 You said that to me last week.,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Hey dude, you okay? Sorry about before.",Ross,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Oh no thats okay, you're totally right. I don't know anything about disciplining a child. But it did hurt my feelings and I want you to know that when I die, you don't get Joey.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
<Everyone is shocked and Monica faints and Ross catches her>,,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Alright! That is it. This is our apartment and you can not behave this way. Now if you can't act your age then you shouldn't be here at all. Now those plates may not be as nice as the pretty pink ones I picked out, but they're very important to Monica. I want you to apologize to her right now.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Mon, I'm so sorry.",Rachel,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Okay. Thats better. Now I want you to both apologize to each other and mean it.,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Sorry.,Amy and Rachel at same time,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" By the way, that fight was totally arousing.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Dude. Well done. You know what? If I die, and Rachel dies and Monica dies then you can totally take care of Emma.",Ross,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Oh yeah? Well thanks.,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" So, so now do I get Joey?",Ross,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Okay, but you should know he eats five times a day and shoves pennies up his nose.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 She needs changing.,Rachel,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Oh no no no.. I'll get her. I'm super-compentent and totally responsibile and fourth in line to raise Emma. I'll be right there Emma. Just let me get my trusty diaper bag here. <knocks over the box of china> Well.. what do you know? I guess, I'll be the one who dies first.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Hey, does Monica know about her broken plates yet?",Phoebe,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Nope...,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Broke them all, huh?",Phoebe,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Yep...,Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 You gonna tell her?,Phoebe,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" Nope... (Monica walks in) Hey... so I'm gonna... put the plates back. You know, I think you were right, I don't think we should use these plates again for a looong time.",Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Like only if the queen comes?,Monica,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
 Maybe not even then. (Joey walks in),Chandler,Episode-08-The One With Rachel's Other Sister,Season-09,Friends
" This kitty is Mittens, this one is Fitzhugh, and this little guy in the cat condo is Jinkys.",Assistant,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Yeah. That’s a lot of cats, Jolene. Single, are ya?",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
[Phone rings – Chandler answers],,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Chandler Bing.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
"[Chandler jumps up to turn the speaker phone off by lifting the receiver. The Assistant looks shocked, then storms off]",,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" What’s up, Joe?",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Okay. What have we wanted to always do together?,Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Braid each other’s hair then ride horseback on the beach?,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" No, no, no. When you get home tomorrow night, you and I are gonna be at the Wizards – Knicks game courtside!",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Courtside? Oh my god!!,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Yeah, maybe Michael Jordan will dive for the ball and break my jaw with his knee!",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 That is so cool. I’ll let Monica know.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
"[Chandler’s office, Tulsa – Conversation switches between the two scenes when the people are talking]",,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Joey just called. He’s got courtside Knicks tickets for me and him tomorrow night.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Really? But tomorrow night’s the only one I get off from the restaurant. If you go to the game then we won’t have another night together for a week.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 But-t it’s courtside! The cheerleaders are gonna be right in … [mouths last words so Monica does not hear them]. That’s not the way to convince you.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Look. I don’t want to be one of those wives that says “You can’t go to the game”, “you have to spend time with me”, so, if you just realize it on your own?",Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 I…I…I know. You’re right. I wanna see you too. I’ve just got to figure out a way to tell Joey. He’s really looking forward to this.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 [On phone] Tell him you haven’t seen your wife in a long time. [In apartment] Tell him that having a long-distance relationship is really difficult. Tell him that…what little time that we have is precious.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Yeah, yeah, yeah. I’ll think of something.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Hi! [Surprised],Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Hey!,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Welcome home.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Oh, well, look at you!",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 What do you think?,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Well, it’s great, well, I’m just wearing the same thing underneath! Look at you.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Just a second.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" No, no, no, no, no, no, no, no, no. Joey can’t know that I am here.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Why not?,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Because I didn’t know how to tell him that I couldn’t go to the Knicks game, so I just told him that I had to stay in Tulsa.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 So you lied to him?,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Eh, it is always better to lie than to have the complicated discussion. [Monica glares at him] Except with you!",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
[Shuts door],,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" You know, it’s funny. I’ve been practising the art of seduction as well! Hya! [Does a wiggle]",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 You might wanna keep practising.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Yeah. [Chandler’s phone goes off] It’s Joey.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
[Chandler presses a button on the phone and puts the phone up to his ear to listen. Monica puts her ear by it too.],,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Hey, Joe!",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
